Id,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2063,45,Male,PhD,Senior Project Engineer,16,185000
2064,29,Female,Bachelor's Degree,Front end Developer,4,90000
2065,39,Female,Master's Degree,Software Engineer Manager,12,160000
2066,27,Male,Bachelor's Degree,Back end Developer,3,80000
2067,49,Male,PhD,Senior Project Engineer,17,195000
2068,32,Female,Master's Degree,Full Stack Engineer,6,115000
2069,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2070,27,Male,Bachelor's Degree,Front end Developer,2,65000
2071,43,Female,PhD,Senior Project Engineer,14,190000
2072,34,Male,Master's Degree,Back end Developer,8,140000
2073,46,Male,PhD,Software Engineer Manager,16,185000
2074,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2075,30,Female,Master's Degree,Front end Developer,5,105000
2076,50,Male,PhD,Senior Project Engineer,19,200000
2077,30,Male,Bachelor's Degree,Back end Developer,5,100000
2078,42,Male,Master's Degree,Software Engineer Manager,13,170000
2079,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2080,45,Male,PhD,Senior Project Engineer,16,185000
2081,29,Female,Bachelor's Degree,Front end Developer,4,90000
2082,39,Female,Master's Degree,Software Engineer Manager,12,160000
2083,27,Male,Bachelor's Degree,Back end Developer,3,80000
2084,49,Male,PhD,Senior Project Engineer,17,195000
2085,32,Female,Master's Degree,Full Stack Engineer,6,115000
2086,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2087,27,Male,Bachelor's Degree,Front end Developer,2,65000
2088,43,Female,PhD,Senior Project Engineer,14,190000
2089,34,Male,Master's Degree,Back end Developer,8,140000
2090,46,Male,PhD,Software Engineer Manager,16,185000
2091,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2092,30,Female,Master's Degree,Front end Developer,5,105000
2093,50,Male,PhD,Senior Project Engineer,19,200000
2094,30,Male,Bachelor's Degree,Back end Developer,5,100000
2095,42,Male,Master's Degree,Software Engineer Manager,13,170000
2096,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2097,45,Male,PhD,Senior Project Engineer,16,185000
2098,29,Female,Bachelor's Degree,Front end Developer,4,90000
2099,39,Female,Master's Degree,Software Engineer Manager,12,160000
2100,27,Male,Bachelor's Degree,Back end Developer,3,80000
2101,49,Male,PhD,Senior Project Engineer,17,195000
2102,32,Female,Master's Degree,Full Stack Engineer,6,115000
2103,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2104,27,Male,Bachelor's Degree,Front end Developer,2,65000
2105,43,Female,PhD,Senior Project Engineer,14,190000
2106,34,Male,Master's Degree,Back end Developer,8,140000
2107,46,Male,PhD,Software Engineer Manager,16,185000
2108,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2109,30,Female,Master's Degree,Front end Developer,5,105000
2110,50,Male,PhD,Senior Project Engineer,19,200000
2111,30,Male,Bachelor's Degree,Back end Developer,5,100000
2112,42,Male,Master's Degree,Software Engineer Manager,13,170000
2113,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2114,45,Male,PhD,Senior Project Engineer,16,185000
2115,29,Female,Bachelor's Degree,Front end Developer,4,90000
2116,39,Female,Master's Degree,Software Engineer Manager,12,160000
2117,27,Male,Bachelor's Degree,Back end Developer,3,80000
2118,49,Male,PhD,Senior Project Engineer,17,195000
2119,32,Female,Master's Degree,Full Stack Engineer,6,115000
2120,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2121,27,Male,Bachelor's Degree,Front end Developer,2,65000
2122,43,Female,PhD,Senior Project Engineer,14,190000
2123,34,Male,Master's Degree,Back end Developer,8,140000
2124,46,Male,PhD,Software Engineer Manager,16,185000
2125,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2126,30,Female,Master's Degree,Front end Developer,5,105000
2127,50,Male,PhD,Senior Project Engineer,19,200000
2128,30,Male,Bachelor's Degree,Back end Developer,5,100000
2129,42,Male,Master's Degree,Software Engineer Manager,13,170000
2130,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2131,45,Male,PhD,Senior Project Engineer,16,185000
2132,29,Female,Bachelor's Degree,Front end Developer,4,90000
2133,31,Male,Master's Degree,Software Engineer Manager,8,130000
2134,27,Male,Bachelor's Degree,Back end Developer,3,80000
2135,43,Male,PhD,Senior Project Engineer,15,180000
2136,35,Female,Master's Degree,Full Stack Engineer,8,140000
2137,42,Male,Bachelor's Degree,Software Engineer Manager,12,160000
2138,28,Female,Bachelor's Degree,Front end Developer,2,55000
2139,44,Female,PhD,Senior Project Engineer,16,190000
2140,32,Male,Master's Degree,Back end Developer,7,120000
2141,48,Male,PhD,Software Engineer Manager,18,200000
2142,30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
2143,34,Male,Master's Degree,Front end Developer,9,150000
2144,37,Female,Bachelor's Degree,Software Engineer Manager,11,170000
2145,26,Male,Bachelor's Degree,Back end Developer,2,65000
2146,49,Female,PhD,Senior Project Engineer,19,210000
2147,29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
2148,41,Male,Master's Degree,Software Engineer Manager,14,180000
2149,31,Female,Bachelor's Degree,Front end Developer,6,110000
2150,37,Male,Master's Degree,Software Engineer Manager,10,150000
2151,27,Male,Bachelor's Degree,Back end Developer,3,80000
2152,50,Male,PhD,Senior Project Engineer,18,195000
2153,32,Female,Master's Degree,Full Stack Engineer,6,115000
2154,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2155,27,Male,Bachelor's Degree,Front end Developer,2,65000
2156,43,Female,PhD,Senior Project Engineer,14,190000
2157,34,Male,Master's Degree,Back end Developer,8,140000
2158,46,Male,PhD,Software Engineer Manager,16,185000
2159,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2160,30,Female,Master's Degree,Front end Developer,5,105000
2161,50,Male,PhD,Senior Project Engineer,19,200000
2162,30,Male,Bachelor's Degree,Back end Developer,5,100000
2163,42,Male,Master's Degree,Software Engineer Manager,13,170000
2164,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2165,45,Male,PhD,Senior Project Engineer,16,185000
2166,29,Female,Bachelor's Degree,Front end Developer,4,90000
2167,39,Female,Master's Degree,Software Engineer Manager,12,160000
2168,27,Male,Bachelor's Degree,Back end Developer,3,80000
2169,49,Male,PhD,Senior Project Engineer,17,195000
2170,32,Female,Master's Degree,Full Stack Engineer,6,115000
2171,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2172,27,Male,Bachelor's Degree,Front end Developer,2,65000
2173,43,Female,PhD,Senior Project Engineer,14,190000
2174,34,Male,Master's Degree,Back end Developer,8,140000
2175,46,Male,PhD,Software Engineer Manager,16,185000
2176,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2177,30,Female,Master's Degree,Front end Developer,5,105000
2178,50,Male,PhD,Senior Project Engineer,19,200000
2179,30,Male,Bachelor's Degree,Back end Developer,5,100000
2180,42,Male,Master's Degree,Software Engineer Manager,13,170000
2181,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2182,45,Male,PhD,Senior Project Engineer,16,185000
2183,29,Female,Bachelor's Degree,Front end Developer,4,90000
2184,39,Female,Master's Degree,Software Engineer Manager,12,160000
2185,27,Male,Bachelor's Degree,Back end Developer,3,80000
2186,49,Male,PhD,Senior Project Engineer,17,195000
2187,32,Female,Master's Degree,Full Stack Engineer,6,115000
2188,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2189,27,Male,Bachelor's Degree,Front end Developer,2,65000
2190,43,Female,PhD,Senior Project Engineer,14,190000
2191,34,Male,Master's Degree,Back end Developer,8,140000
2192,46,Female,PhD,Senior Project Engineer,16,185000
2193,33,Male,Bachelor's Degree,Full Stack Engineer,7,130000
2194,30,Male,Master's Degree,Front end Developer,5,105000
2195,50,Male,PhD,Software Engineer Manager,20,210000
2196,31,Male,Bachelor's Degree,Back end Developer,6,95000
2197,39,Female,Master's Degree,Software Engineer Manager,11,170000
2198,27,Male,Bachelor's Degree,Front end Developer,2,65000
2199,44,Female,PhD,Senior Project Engineer,16,190000
2200,32,Male,Master's Degree,Back end Developer,7,120000
2201,48,Male,PhD,Software Engineer Manager,19,200000
2202,30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
2203,34,Male,Master's Degree,Front end Developer,9,150000
2204,37,Female,Bachelor's Degree,Software Engineer Manager,11,170000
2205,26,Male,Bachelor's Degree,Back end Developer,2,65000
2206,49,Female,PhD,Senior Project Engineer,19,210000
2207,29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
2208,41,Male,Master's Degree,Software Engineer Manager,14,180000
2209,31,Female,Bachelor's Degree,Front end Developer,6,110000
2210,37,Male,Master's Degree,Software Engineer Manager,10,150000
2211,27,Male,Bachelor's Degree,Back end Developer,3,80000
2212,50,Male,PhD,Senior Project Engineer,18,195000
2213,32,Female,Master's Degree,Full Stack Engineer,6,115000
2214,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2215,27,Male,Bachelor's Degree,Front end Developer,2,65000
2216,43,Female,PhD,Senior Project Engineer,14,190000
2217,34,Male,Master's Degree,Back end Developer,8,140000
2218,46,Male,PhD,Software Engineer Manager,16,185000
2219,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2220,30,Female,Master's Degree,Front end Developer,5,105000
2221,50,Male,PhD,Senior Project Engineer,19,200000
2222,30,Male,Bachelor's Degree,Back end Developer,5,100000
2223,42,Male,Master's Degree,Software Engineer Manager,13,170000
2224,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2225,45,Male,PhD,Senior Project Engineer,16,185000
2226,29,Female,Bachelor's Degree,Front end Developer,4,90000
2227,39,Female,Master's Degree,Software Engineer Manager,12,160000
2228,27,Male,Bachelor's Degree,Back end Developer,3,80000
2229,49,Male,PhD,Senior Project Engineer,17,195000
2230,32,Female,Master's Degree,Full Stack Engineer,6,115000
2231,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2232,27,Male,Bachelor's Degree,Front end Developer,2,65000
2233,43,Female,PhD,Senior Project Engineer,14,190000
2234,34,Male,Master's Degree,Back end Developer,8,140000
2235,46,Male,PhD,Software Engineer Manager,16,185000
2236,33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
2237,30,Female,Master's Degree,Front end Developer,5,105000
2238,50,Male,PhD,Senior Project Engineer,19,200000
2239,30,Male,Bachelor's Degree,Back end Developer,5,100000
2240,42,Male,Master's Degree,Software Engineer Manager,13,170000
2241,33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
2242,45,Male,PhD,Senior Project Engineer,16,185000
2243,29,Female,Bachelor's Degree,Front end Developer,4,90000
2244,39,Female,Master's Degree,Software Engineer Manager,12,160000
2245,27,Male,Bachelor's Degree,Back end Developer,3,80000
2246,49,Male,PhD,Senior Project Engineer,17,195000
2247,32,Female,Master's Degree,Full Stack Engineer,6,115000
2248,36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
2249,27,Male,Bachelor's Degree,Front end Developer,2,65000
2250,43,Female,PhD,Senior Project Engineer,14,190000
2251,34,Male,Master's Degree,Back end Developer,8,140000
2252,28,Male,Bachelor's Degree,Software Engineer,4,75000
2253,33,Female,Master's Degree,Data Analyst,7,95000
2254,22,Male,Bachelor's Degree,Front End Developer,1,50000
2255,44,Male,PhD,Senior Data Scientist,15,180000
2256,29,Female,Bachelor's Degree,Software Developer,3,65000
2257,31,Male,Master's Degree,Product Manager,6,120000
2258,25,Female,Master's Degree,Software Engineer,2,60000
2259,38,Male,Bachelor's Degree,Data Scientist,10,150000
2260,27,Male,Bachelor's Degree,Software Engineer,3,70000
2261,46,Female,PhD,Director of Data Science,20,220000
2262,33,Male,Master's Degree,Data Analyst,8,100000
2263,24,Female,Bachelor's Degree,Software Developer,2,55000
2264,36,Male,PhD,Senior Data Scientist,12,170000
2265,30,Female,Bachelor's Degree,Software Engineer,5,90000
2266,29,Male,Bachelor's Degree,Front End Developer,4,80000
2267,42,Male,Master's Degree,Product Manager,14,180000
2268,26,Male,Bachelor's Degree,Software Developer,2,60000
2269,35,Female,Master's Degree,Data Analyst,9,120000
2270,27,Female,Bachelor's Degree,Software Engineer,3,70000
2271,48,Male,PhD,Director of Data Science,18,210000
2272,34,Male,Master's Degree,Data Scientist,9,140000
2273,23,Female,Bachelor's Degree,Software Engineer,1,50000
2274,32,Male,Master's Degree,Product Manager,7,110000
2275,25,Female,Master's Degree,Software Engineer,2,60000
2276,37,Male,Bachelor's Degree,Data Analyst,11,160000
2277,28,Male,Bachelor's Degree,Software Engineer,4,75000
2278,41,Female,PhD,Director of Data Science,16,200000
2279,34,Male,Master's Degree,Data Analyst,8,100000
2280,24,Female,Bachelor's Degree,Software Developer,2,55000
2281,36,Male,PhD,Senior Data Scientist,12,170000
2282,30,Female,Bachelor's Degree,Software Engineer,5,90000
2283,29,Male,Bachelor's Degree,Front End Developer,4,80000
2284,42,Male,Master's Degree,Product Manager,14,180000
2285,26,Male,Bachelor's Degree,Software Developer,2,60000
2286,35,Female,Master's Degree,Data Analyst,9,120000
2287,27,Female,Bachelor's Degree,Software Engineer,3,70000
2288,48,Male,PhD,Director of Data Science,18,210000
2289,34,Male,Master's Degree,Data Scientist,9,140000
2290,23,Female,Bachelor's Degree,Software Engineer,1,50000
2291,32,Male,Master's Degree,Product Manager,7,110000
2292,25,Female,Master's Degree,Software Engineer,2,60000
2293,37,Male,Bachelor's Degree,Data Analyst,11,160000
2294,28,Male,Bachelor's Degree,Software Engineer,4,75000
2295,41,Female,PhD,Director of Data Science,16,200000
2296,34,Male,Master's Degree,Data Analyst,8,100000
2297,24,Female,Bachelor's Degree,Software Developer,2,55000
2298,36,Male,PhD,Senior Data Scientist,12,170000
2299,30,Female,Bachelor's Degree,Software Engineer,5,90000
2300,29,Male,Bachelor's Degree,Front End Developer,4,80000
2301,42,Male,Master's Degree,Product Manager,14,180000
2302,26,Male,Bachelor's Degree,Software Developer,2,60000
2303,35,Female,Master's Degree,Data Analyst,9,120000
2304,27,Female,Bachelor's Degree,Software Engineer,3,70000
2305,48,Male,PhD,Director of Data Science,18,210000
2306,34,Male,Master's Degree,Data Scientist,9,140000
2307,23,Female,Bachelor's Degree,Software Engineer,1,50000
2308,32,Male,Master's Degree,Product Manager,7,110000
2309,25,Female,Master's Degree,Software Engineer,2,60000
2310,37,Male,Bachelor's Degree,Data Analyst,11,160000
2311,28,Male,Bachelor's Degree,Software Engineer,4,75000
2312,41,Female,PhD,Director of Data Science,16,200000
2313,34,Male,Master's Degree,Data Analyst,8,100000
2314,24,Female,Bachelor's Degree,Software Developer,2,55000
2315,36,Male,PhD,Senior Data Scientist,12,170000
2316,30,Female,Bachelor's Degree,Software Engineer,5,90000
2317,29,Male,Bachelor's Degree,Front End Developer,4,80000
2318,42,Male,Master's Degree,Product Manager,14,180000
2319,26,Male,Bachelor's Degree,Software Developer,2,60000
2320,35,Female,Master's Degree,Data Analyst,9,120000
2321,27,Female,Bachelor's Degree,Software Engineer,3,70000
2322,48,Male,PhD,Director of Data Science,18,210000
2323,34,Male,Master's Degree,Data Scientist,9,140000
2324,23,Female,Bachelor's Degree,Software Engineer,1,50000
2325,32,Male,Master's Degree,Product Manager,7,110000
2326,25,Female,Master's Degree,Software Engineer,2,60000
2327,37,Male,Bachelor's Degree,Data Analyst,11,160000
2328,28,Male,Bachelor's Degree,Software Engineer,4,75000
2329,41,Female,PhD,Director of Data Science,16,200000
2330,34,Male,Master's Degree,Data Analyst,8,100000
2331,24,Female,Bachelor's Degree,Software Developer,2,55000
2332,36,Male,PhD,Senior Data Scientist,12,170000
2333,30,Female,Bachelor's Degree,Software Engineer,5,90000
2334,29,Male,Bachelor's Degree,Front End Developer,4,80000
2335,42,Male,Master's Degree,Product Manager,14,180000
2336,26,Male,Bachelor's Degree,Software Developer,2,60000
2337,35,Female,Master's Degree,Data Analyst,9,120000
2338,27,Female,Bachelor's Degree,Software Engineer,3,70000
2339,48,Male,PhD,Director of Data Science,18,210000
2340,34,Male,Master's Degree,Data Scientist,9,140000
2341,23,Female,Bachelor's Degree,Software Engineer,1,50000
2342,32,Male,Master's Degree,Product Manager,7,110000
2343,25,Female,Master's Degree,Software Engineer,2,60000
2344,37,Male,Bachelor's Degree,Data Analyst,11,160000
2345,28,Male,Bachelor's Degree,Software Engineer,4,75000
2346,41,Female,PhD,Director of Data Science,16,200000
2347,34,Male,Master's Degree,Data Analyst,8,100000
2348,24,Female,Bachelor's Degree,Software Developer,2,55000
2349,36,Male,PhD,Senior Data Scientist,12,170000
2350,30,Female,Bachelor's Degree,Software Engineer,5,90000
2351,29,Male,Bachelor's Degree,Front End Developer,4,80000
2352,42,Male,Master's Degree,Product Manager,14,180000
2353,26,Male,Bachelor's Degree,Software Developer,2,60000
2354,35,Female,Master's Degree,Data Analyst,9,120000
2355,27,Female,Bachelor's Degree,Software Engineer,3,70000
2356,48,Male,PhD,Director of Data Science,18,210000
2357,34,Male,Master's Degree,Data Scientist,9,140000
2358,23,Female,Bachelor's Degree,Software Engineer,1,50000
2359,32,Male,Master's Degree,Product Manager,7,110000
2360,25,Female,Master's Degree,Software Engineer,2,60000
2361,37,Male,Bachelor's Degree,Data Analyst,11,160000
2362,28,Male,Bachelor's Degree,Software Engineer,4,75000
